mbg_04813	2
mbg_04814	3
mbg_04815	3
mbg_04816	3
mbg_04817	3
mbg_04819	3
mbg_04820	3
mbg_04821	3
mbg_04822	3
mbg_04823	3
mbg_04824	2
mbg_04825	1
mbg_04826	1
mbg_04827	1
mbg_04828	1
mbg_04829	1
mbg_04830	1
mbg_04831	1
mbg_04832	3
mbg_04833	1
mbg_04834	1
mbg_04835	1
mbg_04836	2
mbg_04837	3
mbg_04838	1
mbg_04839	1
mbg_04840	1
mbg_04841	3
mbg_04842	3
mbg_04843	3
mbg_04844	3
mbg_04845	3
mbg_04846	3
mbg_04847	3
mbg_04848	3
mbg_04849	3
mbg_04850	1
mbg_04851	2
mbg_04852	3
mbg_04853	3
mbg_04854	3
mbg_04855	2
mbg_04856	3
mbg_04857	3
mbg_04858	3
mbg_04859	3
mbg_04860	1
mbg_04861	1
mbg_04862	3
mbg_04863	1
mbg_04864	3
mbg_04865	3
mbg_04866	2
mbg_04868	3
mbg_04869	3
mbg_04870	3
mbg_04871	3
mbg_04872	3
mbg_04873	3
mbg_04874	3
mbg_04875	3
mbg_04876	3
mbg_04877	3
mbg_04878	3
mbg_04879	3
mbg_04880	3
mbg_04881	3
mbg_04882	3
mbg_04883	2
mbg_04884	3
mbg_04885	3
mbg_04886	3
mbg_04887	3
mbg_04888	2
mbg_04889	3
mbg_04890	3
mbg_04891	3
mbg_04892	3
mbg_04893	3
mbg_04894	3
mbg_04895	3
mbg_04896	3
mbg_04897	3
mbg_04898	3
mbg_04899	3
mbg_04900	3
mbg_04901	3
mbg_04902	3
mbg_04903	3
mbg_04904	3
mbg_04905	3
mbg_04906	3
mbg_04907	3
mbg_04908	3
mbg_04909	3
mbg_04910	3
mbg_04911	3
mbg_04912	3
mbg_04913	3
mbg_04914	3
mbg_04915	3
mbg_04916	3
mbg_04917	3
mbg_04918	2
mbg_04919	3
mbg_04920	2
mbg_04921	2
mbg_04922	3
mbg_04923	3
mbg_04924	3
mbg_04925	3
mbg_04926	3
mbg_04927	3
mbg_04928	3
mbg_04929	3
mbg_04930	3
mbg_04931	3
mbg_04932	3
mbg_04933	3
mbg_04934	3
mbg_04935	3
mbg_04936	3
mbg_04937	3
mbg_04938	3
mbg_04939	1
mbg_04940	3
mbg_04941	3
mbg_04942	3
mbg_04943	3
mbg_04944	3
mbg_04945	3
mbg_04946	3
mbg_04947	3
mbg_04948	2
mbg_04949	3
mbg_04950	3
mbg_04951	3
mbg_04952	3
mbg_04953	3
mbg_04954	3
mbg_04955	3
mbg_04956	3
mbg_04957	3
mbg_04958	1
mbg_04959	3
mbg_04960	3
mbg_04961	3
mbg_04962	3
mbg_04963	3
mbg_04964	3
mbg_04965	3
mbg_04966	3
mbg_04967	2
mbg_04968	2
mbg_04969	2
mbg_04970	3
mbg_04971	3
mbg_04972	2
mbg_04973	3
mbg_04974	3
mbg_04975	2
mbg_04976	3
mbg_04977	2
mbg_04978	3
mbg_04979	3
mbg_04980	3
mbg_04981	3
mbg_04982	3
mbg_04983	3
mbg_04984	3
mbg_04985	3
mbg_04986	3
mbg_04987	3
mbg_04988	3
mbg_04989	3
mbg_04990	3
mbg_04992	3
mbg_04993	3
mbg_04994	3
mbg_04995	1
mbg_04996	3
mbg_04997	2
mbg_04998	3
mbg_04999	3
